INSTITUTE NAME,EIIN,INSTITUTE_TYPE,DIVISION_ID,DIVISION,DISTRICT_ID,DISTRICT,THANA_ID,THANA,UNION_ID,UNION_NAME,MAUZA_ID,MAUZA_NAME,AREA_STATUS,GEOGRPYCAL_STATUS,ADDRESS,POST,MANAGEMENT_TYPE,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AFFILIATION,MPO_STATUS
AMIRABAD HIGH SCHOOL,107368,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335048,AMIRABAD, RURAL,PLAIN LAND,AMIRABAD,AMIRABAD,NON-GOVERNMENT,1627690834,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
AMISHA PARA KRISHAK HIGH SCHOOL,107376,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315910,DAKSHIN KAICHERBAGH, RURAL,PLAIN LAND,BHADRAGAO,AMISHAPARA,NON-GOVERNMENT,1718457280,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
AMKI MOHILA ALIM MADRASHA,107411,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359057,AMKI, RURAL,PLAIN LAND,AMKI,AMKI,OTHERS,1725055859,GIRLS,Alim,RECOGNIZE,YES
BAZRA ML HIGH SCHOOL,107374,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758321,BAZRA,20758321330,PURBA CHANDPUR, RURAL,PLAIN LAND,PURBA CHANDPUR,BAZRA,NON-GOVERNMENT,1818743101,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BEGUM KHALEDA ZIA MOHILA DAKHIL MADRASHA,107409,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758321,BAZRA,20758321097,BAGADIA, RURAL,PLAIN LAND,BOGADIA,SONAIMURI,NON-GOVERNMENT,1724824297,GIRLS,Dakhil,RECOGNIZE,YES
BHUIYAR BAZAR HANUFA KHATUN HIGH SCHOOL,107365,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758331,CHASHIRHAT,20758331846,SAHARPAR, RURAL,PLAIN LAND,SAHAR PAR,PURKARA,NON-GOVERNMENT,1715737966,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BIR SRESTHA SHAHID RUHUL AMIN ACADEMY,107363,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335100,BIRCRESTOO RUHUL AMINNAGAR, RURAL,PLAIN LAND,RUHUL AMIN NAGOR,NANDIAPARA,NON-GOVERNMENT,1818625955,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
BORPIT DARUL ARKAM DAKHIL MADRASAH,135092,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758373,NADANA,20758373218,BORPIT, RURAL,PLAIN LAND,BORPIT,NILAM HUT,NON-GOVERNMENT,1811129425,CO-EDUCATION JOINT,Dakhil,NONE,NO
C.B.L SCHOOL,131328,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359491,KEGHNA, RURAL,PLAIN LAND,PANCHBARIA,PANCHBARIA,NON-GOVERNMENT,1728900404,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
CHONGOW GIRLS HIGH SCHOOL,107221,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758321,BAZRA,20758321145,BAZRA, RURAL,PLAIN LAND,CHONGOWN,BAJRA,NON-GOVERNMENT,1716353040,GIRLS,Secondary ,RECOGNIZE,YES
DHANNAYPUR GIRLS DAKHIL MADRASHA,107651,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758394,SONAPUR,20758394282,DHANYAPUR, RURAL,PLAIN LAND,DHANNAYPUR,NAIYAHAT,AUTONOMOUS,1812540073,GIRLS,Dakhil,NONE,NOT APPLICABLE
FLORA SHIKKHA NIKETON,131364,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758373,NADANA,20758373403,HATGAON, RURAL,PLAIN LAND,HATGOW,PACHBARIA,OTHERS,1729950006,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
GANDHI MEMORIAL INSTITUTE,107372,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359424,JAYAG, RURAL,PLAIN LAND,JOYAG,JAYAG,NON-GOVERNMENT,1714655071,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
GANDHI MEMORIAL INSTITUTE OF TECHNOLOGY,135583,Technical and Vocational,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359424,JAYAG, RURAL,PLAIN LAND,JAYAG,JAYAG,NON-GOVERNMENT,1729568539,CO-EDUCATION JOINT,BASIC TRADE,RECOGNIZE,
HOSSAINPUR DARUSSUNNAH ISLAMIA ALIM MADRASHA,107406,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758377,NATESHWAR,20758377737,UTTAR MIRZANAGAR, RURAL,PLAIN LAND,HOSSAINPUR,MOHESHGANJ,NON-GOVERNMENT,1720277878,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
IDEAL KINDER GARTEN,131295,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359491,KEGHNA, RURAL,PLAIN LAND,KEGNA,PANCH BARIA,OTHERS,1727769860,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
IMAM BUKHARI (RH) DAKHIL MADRASAH,135584,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758309,WARD NO-09,20758309746,UTTAR RAMPUR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,RAMPUR,SONAIMURI,Run by Christian Missionaries,1772340170,CO-EDUCATION JOINT,Dakhil,NONE,NO
JOYAG  BOHUMUKHI HIGH SCHOOL,107377,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359424,JAYAG, RURAL,PLAIN LAND,JOYAG,JOYAG,NON-GOVERNMENT,1791537226,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
JOYAG COLLEGE,107416,College,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359424,JAYAG, RURAL,PLAIN LAND,JOYAG,JOYAG ,NON-GOVERNMENT,1715920087,CO-EDUCATION JOINT,Higher Secondary ,RECOGNIZE,YES
JOYAG RASHIDIA ALIM MADRASHA,107397,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359424,JAYAG, RURAL,PLAIN LAND,JOYAG,JOYAG,NON-GOVERNMENT,1712240259,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
KALIKAPUR HIGH SCHOOL,107362,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758394,SONAPUR,20758394718,UTTAR KALIKAPUR, RURAL,PLAIN LAND,KALIKAPUR,KHELAFAT BAZAR,NON-GOVERNMENT,1819666932,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KAMRUZZAMAN SCHOOL  AND COLLEGE,131432,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758307,WARD NO-07,20758307673,NAOTALA,UPZILA SADAR MUNICIPALITY,PLAIN LAND,VANUAY,SONAIMURI,OTHERS,1711004059,CO-EDUCATION JOINT,Junior Secondary,NONE,NOT APPLICABLE
KASHIPUR MUHAMMADIA FAZIL MADRASHA,107395,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758317,BARAGAON,20758317476,KASHIPUR, RURAL,PLAIN LAND,KASHIPUR,MOHESHGONJ,NON-GOVERNMENT,1819663009,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
KASHIPUR MULTILATERAL HIGH SCHOOL,107375,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758317,BARAGAON,20758317476,KASHIPUR, RURAL,PLAIN LAND,KASHIMPUR,MOHESHGANJ,NON-GOVERNMENT,1719551005,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KATHALI ISLAMIA DAKHIL MADRASHA,131566,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758308,WARD NO-08,20758308479,KATHALI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,KATHA LI,SONAIMURI,OTHERS,1818872044,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,NO
KESHAR KHIL GIRLS HIGH SCHOOL,107390,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315518,MANIKYANAGAR, RURAL,PLAIN LAND,KESHAR KHIL,EIDGAH AMIN BAZAR,NON-GOVERNMENT,1720089477,GIRLS,Secondary ,RECOGNIZE,YES
KHALILUR RAHAMAN KAMIL MADRASHA,107398,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315163,BHADRAGRAM, RURAL,PLAIN LAND,BHADRAGAON,AMISHA PARA,NON-GOVERNMENT,1712064882,CO-EDUCATION JOINT,Kamil,RECOGNIZE,YES
KHALILUR RAHMAN DEGREE COLLEGE,107414,College,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315054,AMISHA PARA, RURAL,PLAIN LAND,AMISHA PARA,AMISHA PARA,NON-GOVERNMENT,1740618826,CO-EDUCATION JOINT,Degree (Honors),RECOGNIZE,YES
KHALILUR RAHMAN HIGH SCHOOL,107370,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335221,BRAJERGAON, RURAL,PLAIN LAND,BROJER GAO,AMISHAPARA,NON-GOVERNMENT,1812670392,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
KISHALOY BIDDANIKATON,131281,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359491,KEGHNA, RURAL,PLAIN LAND,BANGLA BAZAR,PACH BARIA,OTHERS,1719324771,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
MAHBU8EN NESA GIRLS HIGH SCHOOL,107385,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758394,SONAPUR,20758394752,UTTAR SONAPUR, RURAL,PLAIN LAND,SONAPUR,NOYAHAT,NON-GOVERNMENT,1821993754,GIRLS,Secondary ,RECOGNIZE,YES
MANIKKANAGAR WOMEN  DHAKIL MADRASHA,107408,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315518,MANIKYANAGAR, RURAL,PLAIN LAND,MANIKKANAGAR,AMISAPARA,NON-GOVERNMENT,1820257782,GIRLS,Dakhil,RECOGNIZE,YES
MOKILLAH GOVT. PRIMARY SCHOOL,137836,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758308,WARD NO-08,20758308558,CHHOTA BIJOYNAGAR,OTHER MUNICIPALITY AREA,PLAIN LAND,BIJOYNAGAR,SONAIMURI,GOVERNMENT PRIMARY,1705405470,CO-EDUCATION JOINT,Junior Secondary,,NOT APPLICABLE
MORSHID ALAM HIGH SCHOOL,107369,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758377,NATESHWAR,20758377685,NATESHWAR, RURAL,PLAIN LAND,NATESHWAR,NATESHWAR,NON-GOVERNMENT,1819161349,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
MUHURIGONJ ABDUL MATIN PATOWARI  HIGH SCHOOL,107392,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335318,DURGA DAULATPUR, RURAL,PLAIN LAND,SURHALI,DEOTI BAZAR,NON-GOVERNMENT,1705405166,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
NADONA ADARSHA HIGH SCHOOL,107384,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758373,NADANA,20758373451,KALUAI, RURAL,PLAIN LAND,KALUAI,NADONA BAZAR,NON-GOVERNMENT,1816874301,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
NANDIA PARA A. U. SENIOR MADRASHA,107403,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335664,NANDIA PARA, RURAL,PLAIN LAND,NANDIA PARA,NANDIA PARA,NON-GOVERNMENT,1818803421,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
NANDIA PARA BIR SHRESTHA SHAHID MD RUHUL AMIN DEGREE COLLAGE,107415,College,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335664,NANDIA PARA, RURAL,PLAIN LAND,NANDIA PARA,NANDIA PARA ,NON-GOVERNMENT,1817561974,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
NANDIA PARA HIGH SCHOOL,107383,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335664,NANDIA PARA, RURAL,PLAIN LAND,NANDIAPARA,NANDIA PARA,NON-GOVERNMENT,1721969017,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
NATESWAR ABUL KHAIR HIGH SCHOOL,107381,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758377,NATESHWAR,20758377685,NATESHWAR, RURAL,PLAIN LAND,NATESWAR,NATESWAR,NON-GOVERNMENT,1719620748,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
NAZRUL ACADEMY HIGH SCHOOL,107386,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315755,PADI PARA, RURAL,PLAIN LAND,PADI PARA,PADIPARA,NON-GOVERNMENT,1815505269,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
NILAMHAT ADARSHA HIGH SCHOOL,107393,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758373,NADANA,20758373451,KALUAI, RURAL,PLAIN LAND,KALUAI,NILAMHAT,NON-GOVERNMENT,1828130338,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
PALLI MANGAL HIGH SCHOOL,107380,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359439,JUNADPUR, RURAL,PLAIN LAND,JUNADPUR,JUNADPUR,NON-GOVERNMENT,1741637855,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
PITAMBER PUR HIGH SCHOOL,107371,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335779,PITAMBARPUR, RURAL,PLAIN LAND,PITAMBERPUR,PITAMBERPUR,NON-GOVERNMENT,1817384023,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
PITAMBER PUR MOWLAVI RAFIQ ULLAH DAKHIL MADRASHA,107410,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758335,DEOTI,20758335779,PITAMBARPUR, RURAL,PLAIN LAND,PITAMBARPUR,PITAMBARPUR,NON-GOVERNMENT,1819181235,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
PODIPARA ISLAMIA SENIOR FAZIL MADRASHA,107401,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315755,PADI PARA, RURAL,PLAIN LAND,PODIPARA,PODIPARA BAZAR,NON-GOVERNMENT,1817059185,CO-EDUCATION JOINT,Fazil,RECOGNIZE,YES
RAJIBPUR HIGH SCHOOL,107367,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758317,BARAGAON,20758317800,RAJIBPUR, RURAL,PLAIN LAND,RAJIBPUR,SONAIMURI,NON-GOVERNMENT,1710888927,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
RASHIDPUR HIGH SCHOOL,107389,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758321,BAZRA,20758321828,RASHIDPUR, RURAL,PLAIN LAND,RASHID PUR,RASHIDPUR,NON-GOVERNMENT,1716940234,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
RUBIRHAT BANGABANDHU HIGH SCHOOL,107364,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758373,NADANA,20758373764,PANCH BARIA, RURAL,PLAIN LAND,PANCHBARIA,PANCHBARIA,NON-GOVERNMENT,1716688190,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SHAKTOLA SIDDIKIA ISLAMIA ALIM MADRASHA,107407,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758373,NADANA,20758373852,SAKTALA, RURAL,PLAIN LAND,SHAKTOLA,NADNA BAZAR,NON-GOVERNMENT,1858613525,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
SOHEED MUKTTIZODHA IDEAL HIGH SCHOOL,131291,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758315,AMISHA PARA,20758315688,NAYA RAJARAMPUR, RURAL,PLAIN LAND,SANAR BAGH,NAWRI,NON-GOVERNMENT,1715255458,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,NO
SONAIMURI COLLEGE,107413,College,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758304,WARD NO-04,20758304169,BHANUAI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,SONAIMURI,SONAIMURI,NON-GOVERNMENT,1711452385,CO-EDUCATION JOINT,Degree (Pass) ,RECOGNIZE,YES
SONAIMURI GIRLS HIGH SCHOOL,107382,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758305,WARD NO-05,20758305888,PASCHIM SONAIMURI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,SONAIMURI,SONAIMURI,NON-GOVERNMENT,1715149364,GIRLS,Secondary ,RECOGNIZE,YES
SONAIMURI HAMIDIA KAMIL MADRASAH,107394,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758305,WARD NO-05,20758305888,PASCHIM SONAIMURI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,SONAIMURI,SONAIMURI,NON-GOVERNMENT,1716291966,CO-EDUCATION JOINT,Kamil,RECOGNIZE,YES
SONAIMURI IDEAL SCHOOL,136484,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758306,WARD NO-06,20758306467,KARHARPAR,UPZILA SADAR MUNICIPALITY,PLAIN LAND,6 NO. KASHARPARA,SONAIMURI,NON-GOVERNMENT,1728741333,CO-EDUCATION JOINT,Junior Secondary,PERMITTED,NO
SONAIMURI MODEL HIGH SCHOOL,107373,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758305,WARD NO-05,20758305888,PASCHIM SONAIMURI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,SONAIMURI,SONAIMURI,NON-GOVERNMENT,1718598025,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SONAIMURI RESIDENTIAL MODEL SCHOOL,136485,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758304,WARD NO-04,20758304169,BHANUAI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,SONAIMURI,SONAIMURI,NON-GOVERNMENT,1717276161,CO-EDUCATION JOINT,Junior Secondary,PERMITTED,NO
SONAPUR ALI AKBAR HIGH SCHOOL,107387,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758394,SONAPUR,20758394282,DHANYAPUR, RURAL,PLAIN LAND,SONAPUR,NAYAHAT,NON-GOVERNMENT,1817014840,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
SONUA NAZMUL ULUM DAKHIL MADRASHA,107402,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758377,NATESHWAR,20758377345,ENAYETPUR, RURAL,PLAIN LAND,WEST ENAYETPUR,BAJRA,NON-GOVERNMENT,1718437224,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
SUMAIYA COMPUTER TRAINING INSTITUTE,135582,Technical and Vocational,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758305,WARD NO-05,20758305888,PASCHIM SONAIMURI,UPZILA SADAR MUNICIPALITY,PLAIN LAND,"FLAT NO. C-5, 2ND FLOOR, MODINA PLAZA.",SONAIMURI,AUTONOMOUS,1717122987,CO-EDUCATION JOINT,TECHNICALTRAINING CENTER,PERMITTED,
TALIMUL ISLAM DAKHIL MADRASHA,107412,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758317,BARAGAON,20758317800,RAJIBPUR, RURAL,PLAIN LAND,RAJIBPUR,SONAIMURI,OTHERS,1832785125,CO-EDUCATION JOINT,Dakhil,NONE,NO
THANAR HAT HIGH SCHOOL,107388,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359600,MAHUTALA, RURAL,PLAIN LAND,MUHUTULA,THANARHAT,NON-GOVERNMENT,1734065838,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
THANAR HAT ISLAMIA ALIM MADRASAH,107399,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359600,MAHUTALA, RURAL,PLAIN LAND,MAHUTALA,THANAR HAT,NON-GOVERNMENT,1714267590,CO-EDUCATION JOINT,Alim,RECOGNIZE,YES
UDAYAN SCHOOL ,131317,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758359,JAYAG,20758359491,KEGHNA, RURAL,PLAIN LAND,KEGHNA,PANCH BARIA,OTHERS,1914865365,CO-EDUCATION JOINT,Junior Secondary,NONE,NO
UTTAR WASEKPUR MOHAMMADIA GIRLS DAKHIL MADRASHA,107404,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758313,AMBARNAGAR,20758313985,WASEKPUR, RURAL,PLAIN LAND,WASEKPUR,WASEKPUR,NON-GOVERNMENT,1734096390,GIRLS,Dakhil,RECOGNIZE,YES
WASEKPUR HIGH SCHOOL,107379,School,20,CHITTAGONG,207500%,NOAKHALI,20758300%,SONAIMURI,20758313,AMBARNAGAR,20758313985,WASEKPUR, RURAL,PLAIN LAND,WASEKPUR,WASEKPUR,NON-GOVERNMENT,1718112562,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
ABDULLAH MIAR HAT JUNIOR HIGH SCHOOL,107606,School,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758535,CHAR JABBAR,20758535167,CHAR RASHID, RURAL,PLAIN LAND,CHAR JABBAR,PARCHIM CHARJABBAR,NON-GOVERNMENT,1921301961,CO-EDUCATION JOINT,Junior Secondary,PERMITTED,NO
AL AMEN BAZAR DHAKIL MADRASAH,136881,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758537,CHAR WAPDA,20758537180,CHAR WAPDA, RURAL,PLAIN LAND,CHAR WAPDA,THANARHAT,NON-GOVERNMENT,1714834552,CO-EDUCATION JOINT,Dakhil,PERMITTED,NO
ANCHAR MIAR HAT DAKHIL MADRASAH,135091,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758547,PURBA CHAR BATA,20758547727,PURBA CHAR BATA,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,PURBA CHAR BATTA,ANCHAR MIAR HAT,NON-GOVERNMENT,1711948179,CO-EDUCATION JOINT,Dakhil,NONE,NO
BAITUS SAIF ISLAMIA DAKHIL MADRASHA,107617,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758535,CHAR JABBAR,20758535666,UTTAR CHAR BAGGA, RURAL,PLAIN LAND,UTTAR BAGGA,CHARZABBAR,NON-GOVERNMENT,1718111849,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,NO
BANGLA BAZAR  DAKHIL MADRASHA,133743,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758533,CHAR CLERK,20758533207,DAKSHIN CHAR CLERK, RURAL,RIVER SIDE/CHAR,DAKSHIN CHAR CLERK,JANATABAZAR,NON-GOVERNMENT,1710640173,CO-EDUCATION JOINT,Dakhil,NONE,NO
CHAR  CLERK  HIGH SCHOOL,107563,School,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758543,MOHAMMADPUR,20758543902,CHAR TORABALI, RURAL,COASTAL AREA,CHAR  TORABALI,CHAR LAXMI,NON-GOVERNMENT,1716932467,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHAR AMAN ULLAH  HIGH SCHOOL,107524,School,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758529,CHAR AMANULLAH,20758529484,KATABUNIA,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,KATABUNIA,CHARJABBAR,NON-GOVERNMENT,1812994327,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHAR AMAN ULLAH MODEL  HIGH SCHOOL,107593,School,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758529,CHAR AMANULLAH,20758529119,CHAR BAZLUL KARIM, RURAL,PLAIN LAND,CHAR B KARIM,CHAR BATA,NON-GOVERNMENT,1720278112,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,NO
CHAR BATA  SOWDAGORHAT  HIGH SCHOOL,107601,School,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758531,CHAR BATA,20758531117,CHAR BATA, RURAL,RIVER SIDE/CHAR,CHAR BATA,CHAR BATA,NON-GOVERNMENT,1838341554,CO-EDUCATION JOINT,Secondary ,RECOGNIZE,YES
CHAR BATA GIRLS HIGH SCHOOL,107521,School,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758531,CHAR BATA,20758531117,CHAR BATA, RURAL,PLAIN LAND,CHAR BATA,CHAR BATA,NON-GOVERNMENT,1712143449,GIRLS,Secondary ,RECOGNIZE,YES
CHAR BATA MOHILA MODEL DAKHIL MADRASHA,133744,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758531,CHAR BATA,20758531117,CHAR BATA, RURAL,PLAIN LAND,CHAR BATA,CHAR BATA,NON-GOVERNMENT,1743936857,GIRLS,Dakhil,NONE,NO
CHAR BOISHAKHI THANAR HAT DAKHIL MADRASHA,107645,Madrasha,20,CHITTAGONG,207500%,NOAKHALI,20758500%,SUBARNACHAR,20758537,CHAR WAPDA,20758537112,CHAR BAISHAKHI, RURAL,PLAIN LAND,CHAR BOISHAKHI,THANAR HAT,NON-GOVERNMENT,1718500494,CO-EDUCATION JOINT,Dakhil,RECOGNIZE,YES
